Time [s], Pressure [PSI]
36.345169999999996, -21.07
36.3579, -21.07
36.37063, -21.07
36.38336, -21.07
36.396089999999994, -21.07
36.40882, -21.07
36.42155, -21.07
36.43428, -21.07
36.44701, -21.07
36.45975, -21.07
36.472480000000004, -21.07
36.48521, -21.07
36.49794, -21.07
36.51067, -21.07
36.5234, -21.07
36.53613, -21.07
36.54886, -21.07
36.561589999999995, -21.07
36.57432, -21.07
36.587050000000005, -21.07
36.599779999999996, -21.07
36.61251, -21.07
36.62524, -21.07
36.63797, -21.07
36.6507, -21.07
36.66343, -21.07
36.67616, -21.07
36.68889, -21.07
36.701620000000005, -20.85
36.714349999999996, -21.07
36.72708, -21.07
36.73982, -21.07
36.75255, -21.07
36.76528, -21.07
36.77801, -21.07
36.79074, -21.07
36.803470000000004, -21.07
36.816199999999995, -21.07
36.82893, -21.07
36.841660000000005, -21.07
36.85439, -21.07
36.86712, -21.07
36.87985, -21.07
36.89258, -21.07
36.90531, -21.07
36.91804, -21.07
36.930769999999995, -21.29
36.9435, -21.07
36.956230000000005, -21.07
36.968959999999996, -21.07
36.98169, -21.07
36.99442, -21.07
37.007160000000006, -21.07
37.01989, -21.29
37.03262, -21.07
37.04535, -21.07
37.058080000000004, -21.07
37.070809999999994, -21.07
37.08354, -21.07
37.09627, -21.07
37.109, -21.07
37.12173000000001, -21.07
37.13446, -21.07
37.14719, -21.07
37.15992, -21.07
37.172650000000004, -21.07
37.185379999999995, -21.07
37.19811, -21.07
37.21084, -21.07
37.22357, -21.07
37.2363, -21.07
37.24903, -21.07
37.26176, -21.07
37.2745, -21.07
37.28723, -21.07
37.29996, -21.07
37.31269, -21.07
37.32542, -21.07
37.33815, -21.07
37.35088, -21.07
37.36361, -21.07
37.37634, -21.07
37.38907, -21.07
37.4018, -21.07
37.41453, -21.29
37.427260000000004, -21.07
37.439989999999995, -21.07
37.45272, -21.07
37.46545, -21.07
37.47818, -21.07
37.49091000000001, -21.07
37.50364, -21.07
37.51637, -21.07
37.5291, -21.07
37.541830000000004, -21.07
37.55457, -21.07
37.5673, -21.29
37.58003, -21.07
37.592760000000006, -21.07
37.605489999999996, -21.29
37.61822, -21.07
37.63095, -21.07
37.64368, -21.07
37.65641, -21.07
37.66914, -21.07
37.68187, -21.07
37.6946, -21.07
37.70733, -21.07
37.72006, -21.07
37.73279, -21.07
37.74552, -21.07
